tree_type,tree_height,leaf_width,root_depth,yearly_amount,price_per_orange
Blood Orange,4.104306004186694,2.663557310017873,1.7413090891008183,1104.0,0.35
Navel,2.565790223352575,2.3122912479061366,1.1669370454805623,756.0,0.3
Blood Orange,4.223659668050542,3.0933986859927765,1.8995664423399612,1240.0,0.35
Valencia,2.298796802492007,4.006808178821176,2.592038914687522,781.0,0.25
Blood Orange,3.6128833982030804,2.822199230822722,1.6590869415404303,1133.0,0.35
Mandarin,3.2181498909278856,3.0216551362730026,2.009202679540089,1078.0,0.2
Mandarin,3.82573777920702,2.9294396119303223,1.7540550755029674,1332.0,0.2
Valencia,3.1336924646081403,1.465297140686086,1.4158686564176648,880.0,0.25
Valencia,2.052953403060978,2.4144323222993154,3.6688488683126463,1148.0,0.25
Blood Orange,3.9230237962009253,2.273038819140546,1.9823230864373431,1183.0,0.35
Blood Orange,3.657451654370581,2.9178955808447276,2.2471591753134015,987.0,0.35
Valencia,5.130681061304067,3.049864180896541,2.0039831118271434,835.0,0.25
Blood Orange,3.522394003999983,2.7020706417169618,1.6497557410203965,1127.0,0.35
Mandarin,3.9694845187451815,2.9731015201017392,1.8987090460257696,1421.0,0.2
Blood Orange,3.08359977803084,2.9086531765194032,2.0675079100304985,1263.0,0.35
Blood Orange,3.6444258758998895,2.290752451052628,1.942762346990207,1189.0,0.35
Valencia,4.7640619370232535,3.469122538406072,2.5017993240359813,1047.0,0.25
Valencia,-0.1549298903204961,3.085959888673815,1.110392750609331,909.0,0.25
Blood Orange,3.245909607841546,3.013975190995991,1.941204345737635,884.0,0.35
Valencia,3.5857985481855272,2.0208821898877645,2.1232551448728594,875.0,0.25
Blood Orange,3.959596932878208,2.353618680672084,2.0402702941950537,916.0,0.35
Blood Orange,3.420280867053429,2.5218934164152977,1.5781365656765096,1178.0,0.35
Blood Orange,3.6793739271380006,2.980793919491329,1.8013431450745232,1188.0,0.35
Mandarin,4.111501254983729,2.895380517208364,2.0476521216105197,990.0,0.2
Navel,2.6119834123470183,1.6974705779349346,1.614691024779084,794.0,0.3
Blood Orange,3.085105788596967,3.1609643887237624,1.763541106518498,1172.0,0.35
Blood Orange,3.2047932181194994,2.612416547445585,1.8846523687099552,1033.0,0.35
Blood Orange,3.698646865056131,3.017571137091429,1.758975171643046,1163.0,0.35
Valencia,3.7180862660613014,5.2320262211515,1.9101879555458894,828.0,0.25
Valencia,3.985779542615579,3.278459737158134,0.7572618061567646,871.0,0.25
Navel,2.6850984228036845,2.5123269455550097,1.6872796202735114,741.0,0.3
Blood Orange,3.620734106821515,2.836746092385185,1.5190267143037306,1096.0,0.35
Mandarin,3.7933730504339653,2.634644727133525,1.6907911814726548,1339.0,0.2
Mandarin,3.495131681144172,2.986992184076869,1.869654414853713,1065.0,0.2
Navel,3.0574534553903963,2.5229939420048795,1.4484877441626398,884.0,0.3
Valencia,1.8123765671324688,2.4725110126536616,2.2978168292177132,1013.0,0.25
Blood Orange,3.55275376961428,2.7792724676867926,2.176540346220988,1240.0,0.35
Valencia,2.673798879048338,2.4304110655475273,2.017405834027952,1165.0,0.25
Blood Orange,3.724214416876823,2.908700612120573,1.9087286614926562,1140.0,0.35
Mandarin,3.525152431794495,2.921080679546482,1.8005337328944755,848.0,0.2
Navel,2.1453362841641255,2.3567179959514446,1.4941431443150315,895.0,0.3
Blood Orange,3.6126392218491503,2.8854543390424485,2.1177676134850865,1167.0,0.35
Blood Orange,4.070157727678385,2.8182897299519105,2.2198244782377836,957.0,0.35
Mandarin,4.508684817130801,2.4637513921794962,1.7231082981240713,1052.0,0.2
Navel,1.8463534093295375,3.032340359631787,1.5446135085835968,942.0,0.3
Blood Orange,3.263044445774879,2.9744917167406246,1.564722747463055,1076.0,0.35
Mandarin,3.379266089216041,2.209489791303879,1.7669341118526418,1129.0,0.2
Blood Orange,3.8716092878427615,3.2454547736092225,1.6979745073812202,1002.0,0.35
Mandarin,3.4975910525694665,3.3769276962975905,1.6257145327476246,1104.0,0.2
Navel,2.2246052751617964,2.8670849869821886,1.6160863842187605,969.0,0.3
Mandarin,3.9358279846377253,3.013354740310562,1.6033773956926765,1022.0,0.2
Mandarin,3.396451335551922,2.4830394811681753,1.8067206758217085,1252.0,0.2
Mandarin,4.063680794981219,2.5045618405321397,2.021057223315181,1315.0,0.2
Mandarin,3.328009448767791,2.933484336753325,1.9613582991325935,885.0,0.2
Blood Orange,3.2425407378981372,3.8469108104433256,1.8837898203969263,908.0,0.35
Valencia,2.2938310917393387,4.753870862689878,3.1161477095707006,985.0,0.25
Valencia,1.1881550290666671,2.6683255082812374,2.4214066242033065,920.0,0.25
Mandarin,4.019507929106575,2.7194720329967987,1.872825669747587,1245.0,0.2
Navel,2.3268483303459986,2.4299840313497363,1.3309682291907012,808.0,0.3
Valencia,3.0421011003678147,3.240242954426691,2.702918696391574,1418.0,0.25
Valencia,1.0507356475970515,2.018509812527702,0.7467030026132346,1112.0,0.25
Blood Orange,3.6067023298658487,3.180934555635764,1.8297788279574252,1044.0,0.35
Navel,2.414334444040546,2.3264380534954596,1.5205657344515096,799.0,0.3
Mandarin,3.5371328504981054,3.286646004442658,1.8324193359288803,1267.0,0.2
Blood Orange,3.373538113918899,2.9466721745552005,1.6232902222831322,990.0,0.35
Navel,2.069990866090506,1.6595053276793201,1.563756925341368,916.0,0.3
Blood Orange,3.902598021788708,2.9223259713111673,1.9092221907796711,1122.0,0.35
Navel,2.669153692769073,2.9589763255434898,1.520635860252957,773.0,0.3
Mandarin,3.925996554951723,2.8296138045664936,1.7928237665582327,1301.0,0.2
Valencia,3.1133466704463095,2.9440221570695995,2.966592741028483,958.0,0.25
Blood Orange,3.509941251444595,3.063620992205314,1.5513502040453526,1242.0,0.35
Blood Orange,4.146999240248475,2.443192160351497,2.1292009468846373,1181.0,0.35
Navel,2.565271177350328,3.1807191095560112,1.8133836381126427,708.0,0.3
Valencia,3.3821638314457263,3.9115745508979134,2.9058817683615845,1184.0,0.25
Navel,2.7633530463557556,1.6604647997436048,1.43724110070429,654.0,0.3
Blood Orange,3.0929819616533987,3.0092584303297674,1.807132985095037,1179.0,0.35
Blood Orange,3.678140301644231,2.5635422376133836,2.012428343956826,820.0,0.35
Mandarin,3.914247594981675,2.6932503429446832,1.839223023572591,1413.0,0.2
Blood Orange,3.795398809550475,2.9449539793149286,1.7962573401509672,1136.0,0.35
Mandarin,3.337125171649571,2.888956407162214,1.7142430523379255,1194.0,0.2
Navel,2.7522473371838223,1.755780100979193,1.4975480078443317,762.0,0.3
Valencia,3.2145259627768747,2.678044036390907,0.5832558522815028,1088.0,0.25
Navel,2.3553968772104823,2.5588108344384692,1.5622945396269157,887.0,0.3
Valencia,2.692987069618692,4.173531671511685,3.050661945368635,1051.0,0.25
Mandarin,3.5041023070832313,2.6710637427330783,2.046226649437112,1010.0,0.2
Valencia,3.9664893192571458,3.009695013664108,2.8125115049151344,1049.0,0.25
Blood Orange,3.743350697720841,2.6354289431344373,1.9906486627197872,991.0,0.35
Navel,2.955288088186299,2.5298264689272885,1.3559367279969712,781.0,0.3
Valencia,1.1719716811381578,4.67439336969236,2.883132027052918,1146.0,0.25
Valencia,3.372189253512683,1.7897248782827253,4.586057881555458,864.0,0.25
Navel,2.17650568428539,2.3101984892713316,1.7123687878097693,980.0,0.3
Blood Orange,3.6791345164636042,3.072828309997451,1.5895186825083338,1236.0,0.35
Mandarin,3.896249138548951,3.1657478807215003,1.9344845724762194,1067.0,0.2
Mandarin,4.028769503834351,2.8478720910834348,1.780203199248914,1330.0,0.2
Mandarin,3.8266275863843924,3.1246758446605556,1.9591969579690336,1276.0,0.2
Navel,2.3858569960694664,2.941821211486088,1.4238983148810507,817.0,0.3
Mandarin,4.067707925917092,3.069120332334704,1.419324560049422,1150.0,0.2
Valencia,4.056995429142868,4.258656743383405,2.9773183985529137,1150.0,0.25
Valencia,3.6267659753729147,2.5984976113764735,2.0351796115565377,975.0,0.25
Blood Orange,3.240403202590279,3.3728897888582465,1.7197566307676564,1049.0,0.35
Mandarin,3.5259493746674884,2.941866979966993,2.0934375215071217,1368.0,0.2
Blood Orange,3.7499503398097813,2.7759715841163706,2.0153248135009503,986.0,0.35
Navel,2.243471839693269,2.602581774261037,1.5804209550118067,720.0,0.3
Valencia,3.355391763887949,3.162637478723853,1.8006307882365649,1064.0,0.25
Blood Orange,3.7053906388986504,3.3481863544984685,2.1611176784779587,1151.0,0.35
Blood Orange,4.157065721941837,2.924296349280024,1.7286675409311387,1064.0,0.35
Blood Orange,3.8718105035344728,2.9888306907708637,2.1074700188847793,1044.0,0.35
Blood Orange,3.4363320067899306,2.950400448806513,1.7566477241245468,899.0,0.35
Navel,2.2733555305648427,2.911174792517749,1.6648626728515958,772.0,0.3
Mandarin,3.968820849816857,3.1322776019339513,1.6921973146394875,983.0,0.2
Blood Orange,3.7848774838473815,2.6769224940037346,1.8001296941288334,922.0,0.35
Mandarin,3.0466690038138498,2.6771488582878527,1.837235296429727,1008.0,0.2
Mandarin,3.5365008103135804,2.824283444427103,1.7625651013857069,1075.0,0.2
Navel,2.0219192987489425,2.4251267636345215,1.3440050310165081,802.0,0.3
Blood Orange,3.9065381089604876,2.9003315920940245,1.7828678246740166,1046.0,0.35
Blood Orange,3.856541137035938,2.923134146073121,1.9460887116221723,969.0,0.35
Valencia,4.409613712656379,3.547322943747175,1.99074160600175,1103.0,0.25
Valencia,2.885610234834085,3.1685880266381923,1.9517427698154968,1081.0,0.25
Mandarin,3.7522893910550468,2.8485945716948393,1.711940884575497,1231.0,0.2
Blood Orange,3.4472272238423005,2.78379373785088,1.6729639387451023,989.0,0.35
Mandarin,3.7105839107215957,2.7936839172722596,1.8656532542033564,1088.0,0.2
Navel,2.58028405761618,2.8283363385621403,1.363232837232537,677.0,0.3
Navel,2.19090149150551,2.148785279458346,1.7154034002259793,720.0,0.3
Blood Orange,3.549813687985763,3.0567267824818387,2.0608867174440646,1245.0,0.35
Mandarin,3.9774254997988856,3.373078959511345,1.6082893674089052,1172.0,0.2
Blood Orange,3.066726211846974,2.7633770048119204,1.591316105582374,1142.0,0.35
Mandarin,3.2394050352319264,2.6725802841907425,2.0813679552286457,1125.0,0.2
Valencia,2.432697910815454,4.804490978165862,3.337669737498393,1171.0,0.25
Blood Orange,3.2696391076777873,2.877313812743269,2.0437020838512714,1009.0,0.35
Navel,2.2680656149863907,2.0758293590202435,1.4662033962938426,813.0,0.3
Mandarin,4.124444313395933,2.5966867803307623,1.9578641319236856,1332.0,0.2
Mandarin,3.826542697721054,2.9493595567312383,1.9602348623596197,1305.0,0.2
Navel,2.8040965597398997,2.720751554019671,1.6108540883822609,1076.0,0.3
Mandarin,3.6225969355160332,2.578587582225796,1.6447516059965785,1338.0,0.2
Mandarin,3.8417259936406887,2.6400213210779873,1.7419626473763397,1324.0,0.2
Blood Orange,3.7001686421698725,2.8338943632672855,1.8349694381849682,989.0,0.35
Blood Orange,2.691177646617525,2.7496889486318614,1.9331520612646218,1305.0,0.35
Navel,2.348650717281032,1.7711539590062715,1.5289790206728167,609.0,0.3
Blood Orange,3.222489788327401,2.9670620008607025,1.9023821846724105,1194.0,0.35
Valencia,3.088863012428161,0.31302792303940397,3.5776410041065008,913.0,0.25
Navel,2.3226513008086207,2.4435367323469084,1.6469841052677296,683.0,0.3
Blood Orange,3.804315867314534,2.6122221698621946,1.9646474437951464,818.0,0.35
Blood Orange,3.978532140825251,2.7720696999475885,2.030719988644012,1080.0,0.35
Valencia,4.918853889758228,3.407731038082942,3.06034665221226,1016.0,0.25
Mandarin,3.8708598735100055,3.178453617507943,1.7472371211595221,1082.0,0.2
Blood Orange,4.571698590761613,2.4617993793588684,1.7305294952676353,1287.0,0.35
Mandarin,3.9547765231624266,2.4179484297526557,1.6670725248294282,1549.0,0.2
Mandarin,3.7909906071494257,2.7770750769242283,1.7683607847656813,1221.0,0.2
Mandarin,3.3178097756778837,2.6569928668112532,1.7583171334048355,1300.0,0.2
Mandarin,4.077162927030937,2.847821457815867,1.809573662870567,1001.0,0.2
Valencia,0.988859689454713,4.560702820052556,1.9145824850585198,971.0,0.25
Blood Orange,2.754274754409614,3.09331278979284,1.8122415459019487,1187.0,0.35
Navel,2.600239688122486,1.8561100903460113,1.422886502887139,814.0,0.3
Navel,2.3061128159553284,2.524388287657194,1.3582426053708079,642.0,0.3
Mandarin,3.334513417692596,2.9955772355109924,1.731480605786181,1289.0,0.2
Mandarin,4.049549926383395,3.212647374082537,1.6322463480550478,1435.0,0.2
Valencia,3.567202480524016,3.3411709042341253,2.8846166534494873,1124.0,0.25
Blood Orange,3.5846384033399294,3.4115812816389655,1.796698418614002,1113.0,0.35
Navel,2.3123055237357892,2.08784353113404,1.3779467432812325,934.0,0.3
Blood Orange,3.7281778380377926,3.19814449262904,2.0634421258907554,954.0,0.35
Mandarin,3.79820685746636,3.359119647677299,1.7081040048597593,1150.0,0.2
Mandarin,3.8910303764664618,2.583048908732808,1.9089586915156405,1333.0,0.2
Valencia,0.42270621909447437,2.5176004686998352,1.226543128412951,884.0,0.25
Mandarin,3.4590894326808734,2.924138757341718,1.767635163746625,1179.0,0.2
Mandarin,4.35304244553241,2.888236508319646,1.51769118913018,1289.0,0.2
Blood Orange,3.8041099436586587,2.5120166908943675,1.958264210973915,1020.0,0.35
Navel,2.945166150313791,2.5225762718557023,1.1185795989771237,756.0,0.3
Blood Orange,3.032969953778588,2.8728850006224196,1.8205236182493312,994.0,0.35
Valencia,3.234053387999146,4.386256224202136,3.148480861788794,1128.0,0.25
Valencia,3.241236294390968,2.8683306508616364,1.9253429116362066,1351.0,0.25
Blood Orange,3.459887559167852,2.74865141927804,1.6003309230911145,1014.0,0.35
Valencia,4.104133386315016,3.48772536956158,0.5419420546337144,1122.0,0.25
Navel,2.4620002130702647,2.4458611396590464,1.3952301211505924,731.0,0.3
Blood Orange,3.916210695392278,3.0594961136578545,2.21543512363324,1179.0,0.35
Blood Orange,3.737970762524994,2.7971229760589,2.0249752247089257,1126.0,0.35
Navel,2.867466958066089,2.260901490693265,1.4195812505125385,796.0,0.3
Mandarin,3.826141232295272,2.838114009763846,1.8011032697523075,1413.0,0.2
Mandarin,4.333110470110903,2.628759711175656,1.9943499180522,1554.0,0.2
Mandarin,3.8377964002285996,2.8772528574647622,2.0428753237030097,1147.0,0.2
Navel,2.164958782739476,2.525783905800502,1.591483733961549,694.0,0.3
Mandarin,3.763026661471087,2.464819790010049,1.745832854333409,1336.0,0.2
Valencia,1.2092276472874215,3.2849843298207664,3.2012387843545396,596.0,0.25
Valencia,3.615971151207039,2.2172515180038253,2.1616681812547904,1072.0,0.25
Valencia,2.7442554885384007,2.4955040194177327,2.389635833080106,1071.0,0.25
Valencia,4.735354607303029,5.398930540896483,1.3634902962873745,809.0,0.25
Navel,2.3336622642621374,1.7240522968398388,1.3870951444949544,776.0,0.3
Mandarin,4.340504738142204,2.5979013715701824,1.8524724958656067,1105.0,0.2
Mandarin,3.7956054976662927,2.57146786120297,1.889985267507833,1317.0,0.2
Mandarin,3.8157970020148335,3.074371907136137,1.872303178881427,1100.0,0.2
Blood Orange,3.9748318549137025,3.028841640304531,2.057366980106499,1232.0,0.35
Valencia,1.6052343123310588,4.422557858745824,0.5649356009595479,890.0,0.25
Blood Orange,4.146097196530484,2.9969415010498666,1.837767396777019,1226.0,0.35
Blood Orange,3.255350224104651,3.011466986104911,1.912573850298762,989.0,0.35
Mandarin,3.5851891997964844,2.6974861182215983,1.741394715246349,1193.0,0.2
Mandarin,3.9135357259226256,2.9055297680915855,1.6152448603261709,1165.0,0.2
Navel,2.202954497188581,2.4172130963792666,1.6179664199867745,844.0,0.3
Valencia,3.702295202474907,2.084697883651766,1.1984924669677843,1235.0,0.25
Mandarin,3.4741244274165846,2.3138848948469044,1.8220212222388623,1146.0,0.2
Mandarin,3.7283591070409017,2.869425528012706,1.7080674009408536,1204.0,0.2
Navel,2.45993566316048,2.627507214904461,1.5013976599770256,688.0,0.3
Valencia,2.533560303090485,3.341651978648546,3.297178485947237,1206.0,0.25
Valencia,4.055934541331421,3.6367981073918956,2.7841370198997133,1167.0,0.25
Mandarin,3.7502532723374693,2.1964135869745958,2.094720814501286,1285.0,0.2
Navel,2.2821524609327732,2.503142377581666,1.595221259638469,942.0,0.3
Blood Orange,3.0290329690638425,2.3318532750767824,2.0013934798912634,1231.0,0.35
Mandarin,4.000769667944352,2.600188626529151,1.958464857130419,1343.0,0.2
Mandarin,3.729794613604252,3.17778146756989,1.671909357092834,1393.0,0.2
Blood Orange,3.4475286924508044,3.059969748743781,1.5883686001128905,820.0,0.35
Blood Orange,3.9340572731108585,2.9873303065596386,1.8353763981090447,896.0,0.35
Mandarin,4.005807248956281,2.527707655977348,1.70700853362804,1062.0,0.2
Navel,2.781717369360546,2.2167700800331067,1.2278487538024885,560.0,0.3
Valencia,2.3509295911733745,3.9520366176093362,1.142824338755291,826.0,0.25
Blood Orange,3.824107206588278,2.8727676422515493,2.0387424106383247,1316.0,0.35
Mandarin,3.3870501249198206,2.6664354745158243,1.777102380705515,1051.0,0.2
Mandarin,3.7939685775240934,2.902886507600499,1.8898472462504565,1393.0,0.2
Mandarin,3.504146241585932,2.8620323476307146,1.5075674389699385,1110.0,0.2
Navel,2.6565291893692398,2.637251006205081,1.4403874771148855,764.0,0.3
Navel,2.3118005198752876,2.3248686026762044,1.538548530445402,909.0,0.3
Valencia,2.1168930955189524,3.320674989375055,2.763722870308584,1224.0,0.25
Valencia,2.3545068536721443,2.0542746662695985,2.797336721497723,886.0,0.25
Mandarin,3.6605208186988425,2.237064356496768,1.8083633569435809,1320.0,0.2
Blood Orange,3.1480331723545345,3.1002033729103684,1.8372503434625451,1173.0,0.35
Navel,2.427330187112061,2.712479741436036,1.5779277858061318,851.0,0.3
Blood Orange,4.1643494357896795,2.7706378549331365,1.7652618363231671,1047.0,0.35
Valencia,0.7740152898773776,3.453491491353876,3.0891187206296875,938.0,0.25
Mandarin,3.660909118712139,2.6356490536467385,1.724087619825803,850.0,0.2
Mandarin,3.636540777356326,2.7589625612193176,1.6737348810473607,1332.0,0.2
Blood Orange,3.3629482593116964,2.604416321670663,1.633429931854739,1099.0,0.35
Valencia,2.29552169488976,4.238136571558001,1.2992166032055414,907.0,0.25
Mandarin,3.7467255218775386,2.4136528340574506,1.7395209789173456,1071.0,0.2
Navel,2.3116497487769516,2.213024244447777,1.7226155359884006,667.0,0.3
Blood Orange,2.9682585987735415,3.01190528984293,1.9564161344552387,1354.0,0.35
Navel,2.542738624772339,2.4431195544096544,1.5261567920714856,678.0,0.3
Mandarin,3.915854585898038,3.1281031910797017,1.629125819783817,1331.0,0.2
Mandarin,3.5478009075855725,2.8552516000705372,1.746980035320426,1103.0,0.2
Valencia,2.4694272624773674,4.991793489866769,1.6784824466502948,1098.0,0.25
Valencia,3.152983990154094,3.343296393900337,2.173611537174246,935.0,0.25
Valencia,3.603858016940631,2.154961359547552,2.2101103205049912,876.0,0.25
Valencia,1.3391250058192645,3.606631348116873,2.4057704892528373,1245.0,0.25
Mandarin,3.917672474921575,2.9156108519371546,1.7847921718191537,1014.0,0.2
Mandarin,4.117412585671418,2.714016922732681,1.8006672235762722,1094.0,0.2
Blood Orange,3.5813391901814935,2.929900574339904,1.8900053687907912,1110.0,0.35
Valencia,3.0128530747570013,3.251553727021507,1.283876308250343,1082.0,0.25
Mandarin,3.969048234995992,2.95165945125028,1.9102248783129099,1134.0,0.2
Blood Orange,3.307042898137425,2.2645458651729706,2.1316869082115644,884.0,0.35
Blood Orange,3.4046167615111393,3.112375434652467,1.866362763076503,981.0,0.35
Blood Orange,3.547355030360664,3.043344468054455,2.112422949359852,1203.0,0.35
Blood Orange,3.8018891245187434,2.94891239161705,2.250175752963603,1067.0,0.35
Valencia,5.329383392688721,4.071238307078901,0.9869957391324746,913.0,0.25
Navel,2.4255513187311815,2.7203936204628203,1.5197546296140223,670.0,0.3
Navel,3.373285703469825,2.5032413647706213,1.5053074081177569,794.0,0.3
Blood Orange,3.3080955809642267,2.7398851946520892,1.8070898481043784,1029.0,0.35
Blood Orange,4.076260910421457,3.247235410243611,1.5208491371155437,1240.0,0.35
Mandarin,3.4578054764743342,2.540633019568343,1.655531302620543,1133.0,0.2
Mandarin,3.769001006650798,2.6953662574558344,1.8589004265840767,1623.0,0.2
Blood Orange,4.267390402189199,2.958869537022779,1.9083406061013237,868.0,0.35
Navel,2.6269412324519785,2.463951902596396,1.382332635071012,717.0,0.3
Blood Orange,3.128735081135589,2.8443047411231266,1.9806620775340524,1137.0,0.35
Mandarin,3.7905232537960756,2.848825193847774,1.66936416905512,1133.0,0.2
Mandarin,4.080270103096149,2.6257864022149295,1.7787230126529172,1212.0,0.2
Mandarin,4.463386166285803,2.374281973694633,1.8455205094401688,1271.0,0.2
Blood Orange,3.512869506101474,2.6809271281788916,2.2326561948457857,960.0,0.35
Mandarin,3.8745290723820083,3.0269652544512335,1.8731981306069196,1004.0,0.2
Blood Orange,3.24610615046153,2.6825034309497715,1.9395398151166334,1146.0,0.35
Valencia,4.334817875994158,3.704381414790388,1.9483384688178635,807.0,0.25
Blood Orange,3.6455597733387655,2.416194947501845,1.8317606107071485,1309.0,0.35
Mandarin,3.8629277464978142,2.704409057783717,1.7871017647006078,1177.0,0.2
Blood Orange,3.9360520887819654,3.0461807307685076,1.7079779737187883,1119.0,0.35
Blood Orange,3.513797438767577,2.6766868109335578,1.8769428768874747,1123.0,0.35
Mandarin,4.162583425655436,2.920829462903967,1.661864046611784,1401.0,0.2
Blood Orange,4.518322406279883,2.331323230972998,1.784718194005987,1018.0,0.35
Blood Orange,3.511611471136488,3.2928575994677374,1.8384997124089977,1205.0,0.35
Mandarin,3.603933096083686,2.925213632583057,1.6581045705687272,1428.0,0.2
Mandarin,3.6834266115623135,3.035909177355197,1.2342570168574643,1253.0,0.2
Mandarin,3.622896175729503,3.1018475281527103,2.048119490163937,1252.0,0.2
Mandarin,3.1206639657952397,2.5855094054812606,1.9101350237865973,1204.0,0.2
Navel,2.883510567710462,2.5718038651973414,1.6094905640066361,692.0,0.3
Blood Orange,3.4056714451583554,3.3588497514571616,1.765336711607705,1145.0,0.35
Mandarin,3.442101920133494,2.7592825987583693,1.8630224975706975,1065.0,0.2
Blood Orange,3.87838205093095,2.8407799852254567,1.7352202149573186,1226.0,0.35
Valencia,3.710170683566089,5.412109931326791,0.7682853838883761,1223.0,0.25
Navel,2.571745089565373,2.047308231411599,1.3669505168715779,564.0,0.3
Navel,2.6394269230046485,3.000679685800831,1.410819819746472,699.0,0.3
Valencia,3.9310152542220864,2.7605220549590834,2.5881169941877173,947.0,0.25
Mandarin,4.228733427076921,2.3685058081128405,1.8726742318241867,1114.0,0.2
Mandarin,3.9524436797041975,2.5687738706634526,2.0279237207080185,1340.0,0.2
Navel,2.4862796822940236,1.8412179073640278,1.6923726403330388,698.0,0.3
Navel,2.4836217197289865,2.8048982209305073,1.4459503846613972,663.0,0.3
Mandarin,3.8464556262834906,2.134325914127889,1.784532136820905,1344.0,0.2
Mandarin,3.9792621161589645,2.1929121022733646,1.8672565846739495,1262.0,0.2
Blood Orange,3.753643845926961,3.051779487409032,1.9216701273265682,1065.0,0.35
Navel,2.6344652664469517,2.2354809411544987,1.4290341013274244,747.0,0.3
Mandarin,3.5704013769313545,2.707889251072705,1.5493731339382566,1193.0,0.2
Blood Orange,3.3362478565823386,2.961177233290799,1.617173091224723,1012.0,0.35
Navel,2.920041827250372,2.6667561260612525,1.4239575578479,780.0,0.3
Mandarin,3.717171181639607,2.707281729504357,1.8148868015861008,1258.0,0.2
Valencia,2.4791728342187196,2.0204000191769733,1.7585469492447032,1105.0,0.25
Blood Orange,3.7740445229694504,2.9311136025778417,2.079452300456763,976.0,0.35
Blood Orange,3.4169070054159274,3.124121162738546,2.140492906870043,971.0,0.35
Blood Orange,3.7745910817883233,3.4301680333968827,1.8548233208954938,863.0,0.35
Navel,2.3424122788701434,2.097424568566385,1.5088450583442161,700.0,0.3
Mandarin,3.9091902244477534,2.6034729177130966,1.8453521031951818,1163.0,0.2
Blood Orange,2.78180645620169,3.254396981494905,2.0164373384262646,1001.0,0.35
Navel,2.3186395286521213,2.6134106737920284,1.5317994354260125,1109.0,0.3
Blood Orange,3.5044577521678018,3.000696790790705,2.200074570679176,1085.0,0.35
Mandarin,3.9083437185779966,2.351745704469105,1.936465190119389,1082.0,0.2
Blood Orange,2.783074368709525,2.839793971151634,1.7165655323972244,954.0,0.35
Blood Orange,3.4044669545653288,2.8797334463485305,1.7734002660637518,897.0,0.35
Blood Orange,3.9798724410864987,3.031880103656247,2.1348256046131238,1182.0,0.35
Valencia,3.5186031349807227,3.6307811106651107,4.053008201009751,922.0,0.25
Valencia,3.11653749465336,3.4470718700845535,1.9720045828534638,743.0,0.25
Navel,2.6096114910933395,2.423073407740485,1.5603383712815475,761.0,0.3
Mandarin,3.791977045371894,2.4304877586733142,1.4775186831395477,1075.0,0.2
Navel,2.8136221965606163,2.056686452387634,1.3433323102224253,1061.0,0.3
Valencia,2.583191337523834,4.673260606472704,2.7718211969339874,1125.0,0.25
Mandarin,4.0766662048890385,2.950003078960302,1.9746848762310585,792.0,0.2
Mandarin,4.022614356024395,2.4154912494276166,1.8660956115742164,1254.0,0.2
Mandarin,4.297268383934424,2.5701193277812333,1.607758078996462,1224.0,0.2
Mandarin,3.4480501056322366,2.5112018640028806,1.9438322318097054,1344.0,0.2
Navel,2.9865335820380845,3.519144172554902,1.360692629456251,693.0,0.3
Mandarin,3.465878678963498,2.7145204338470745,1.7190625564857558,1218.0,0.2
Mandarin,4.72904203038575,3.133065853395992,1.6785986048419923,887.0,0.2
Navel,2.577099600927278,2.5578469503831873,1.5119518104730734,806.0,0.3
Navel,2.5947614446412537,2.580092134983459,1.744134903070313,878.0,0.3
Blood Orange,3.294175242652582,3.0154957231165387,1.7919886460893613,1230.0,0.35
Navel,2.464933707157278,2.387908247756762,1.4462675828887146,888.0,0.3
Valencia,0.694496219563498,3.0537550128356887,0.12158825563166986,806.0,0.25
Navel,2.5119159994914293,2.5135840908413627,1.4968020395200732,931.0,0.3
Navel,2.286516179113088,2.476549923037944,1.4537177851181944,774.0,0.3
Mandarin,4.096677441042485,2.8850653776307205,1.734119406761718,1059.0,0.2
Valencia,2.198466725199352,3.242614087468088,1.7078137740462869,880.0,0.25
Mandarin,3.2477041500333543,2.9642678527284234,1.8865917453466388,1201.0,0.2
Blood Orange,3.702721677858971,2.9391475703426413,1.7435850450141763,1224.0,0.35
Blood Orange,3.7797383729971954,3.0465593385121417,1.9874812231120704,931.0,0.35
Blood Orange,3.51228090625258,2.768244825662978,2.142487985616648,990.0,0.35
Blood Orange,2.7343132771163265,3.1540297596650553,1.5469810873659497,958.0,0.35
Mandarin,3.777500249259985,2.8256948140062565,1.7224054889325333,1307.0,0.2
Valencia,4.077007336917774,2.6540756230377953,0.5968285684868659,1050.0,0.25
Valencia,1.2837683420118562,2.086384053900872,2.724747754840582,1065.0,0.25
Mandarin,3.928975715714375,2.758836656908662,1.8925434810386383,967.0,0.2
Mandarin,3.4166402657242685,2.9761727351568856,1.8459728199186374,1071.0,0.2
Mandarin,3.546683048932836,2.8335065581679935,1.8578736392348565,1026.0,0.2
Navel,1.9936305567939954,2.533942535861445,1.5539241379800348,894.0,0.3
Blood Orange,3.8906929846171443,3.5616947522769458,2.029898915955052,1108.0,0.35
Blood Orange,4.0641333985112835,2.7479237732626096,1.8293974545846174,1038.0,0.35
Valencia,3.13144545620637,3.3252094397105068,2.8930383008943554,1158.0,0.25
Mandarin,3.920540429347589,3.039955252759572,1.438410370000597,1592.0,0.2
Navel,2.446027343522709,2.510585816632008,1.476018805521438,620.0,0.3
